ID	CodeID	No	Name	TeamID	Team	Pos
19601	william-william		William, William	afc-wimbledon	AFC Wimbledon	M
19347	westlake-darryl	28	Westlake, Darryl	mansfield-town	Mansfield Town	D
19260	wroe-nicky	22	Wroe, Nicky	oxford-united	Oxford United	M
19180	williams-jason_2	28	Williams, Jason	southend-united	Southend United 	F
19620	wyke-charlie	26	Wyke, Charlie	afc-wimbledon	AFC Wimbledon	F
19461	willmott-robbie	12	Willmott, Robbie	newport-county	Newport County	M
19401	walker-regan	31	Walker, Regan	bury	Bury	F
19406	webster-adam	22	Webster, Adam	portsmouth	Portsmouth	G
19427	whatmaugh-jack	36	Whatmaugh, Jack	portsmouth	Portsmouth	M
19636	widdowson-joe	3	Widdowson, Joe	northampton-town	Northampton Town	D
19479	wilson-lawrence_2	19	Wilson, Lawrence	accrington-stanley	Accrington Stanley	D
19402	young-lewis	14	Young, Lewis	bury	Bury	F
19599	youga-kelly		Youga, Kelly	afc-wimbledon	AFC Wimbledon	D
19311	young-luke	14	Young, Luke	plymouth-argyle	Plymouth Argyle	D
19449	yakubu-ismail	6	Yakubu, Ismail	newport-county	Newport County	D
19469	zebroski-chris	11	Zebroski, Chris	newport-county	Newport County	F
19757	beeley-shaun	2	Beeley, Shaun	bury	Bury	D
19758	roberts-gareth	3	Roberts, Gareth	bury	Bury	D
19759	harrad-shaun	14	Harrad, Shaun	bury	Bury	F
19760	lockwood-adam-brian	28	Lockwood, Adam	bury	Bury	D
19761	rooney-john	16	Rooney, John	bury	Bury	M
19762	jackson-marlon	17	Jackson, Marlon	bury	Bury	F
19763	reindorf-jessy	20	Reindorf, Jessy	bury	Bury	F
19764	chapman-aaron	20	Chapman, Aaron	chesterfield	Chesterfield	G
19765	smith-nathan_2	35	Smith, Nathan	chesterfield	Chesterfield	D
19766	brown-matty	22	Brown, Matty	chesterfield	Chesterfield	F
19767	taylor-jason_2	4	Taylor, Jason	cheltenham-town	Cheltenham Town	M
19768	brown-junior	12	Brown, Junior	fleetwood-town	Fleetwood Town	M
19769	crowther-ryan	24	Crowther, Ryan	fleetwood-town	Fleetwood Town	M
19770	scott-joshua	10	Scott, Joshua	dagenham-redbridge	Dagenham & Redbridge	F
19771	reed-jake	14	Reed, Jake	dagenham-redbridge	Dagenham & Redbridge	D
19772	woodall-brian	23	Woodall, Brian	dagenham-redbridge	Dagenham & Redbridge	M
19773	dennis-louis	16	Dennis, Louis	dagenham-redbridge	Dagenham & Redbridge	F
19774	bittner-james	30	Bittner, James	newport-county	Newport County	G
19775	carver-markus	18	Carver, Markus	accrington-stanley	Accrington Stanley	M
19776	butler-d	34	Butler, D	portsmouth	Portsmouth	D
19777	hall-asa	14	Hall, Asa	oxford-united	Oxford United	D
19778	hartley-peter	29	Hartley, Peter	hartlepool-united	Hartlepool United	D
19779	baldwin-jack	6	Baldwin, Jack	hartlepool-united	Hartlepool United	M
19780	howard-steve	9	Howard, Steve	hartlepool-united	Hartlepool United	F
19781	iwelumo-chris	9	Iwelumo, Chris	scunthorpe-united	Scunthorpe United	F
19782	clark-jordan	24	Clark, Jordan	scunthorpe-united	Scunthorpe United	F
19783	phillips-mark	5	Phillips, Mark	southend-united	Southend United 	D
19784	njie-seedy	20	Njie, Seedy	southend-united	Southend United 	M
19785	reid-craig	9	Reid, Craig	southend-united	Southend United 	F
19786	blackman-andre	3	Blackman, Andre	plymouth-argyle	Plymouth Argyle	D
19787	rice-martin	13	Rice, Martin	torquay-united	Torquay United	G
19788	tonge-dale	2	Tonge, Dale	torquay-united	Torquay United	D
19789	nicholson-kevin	3	Nicholson, Kevin	torquay-united	Torquay United	D
19790	downes-aaron	4	Downes, Aaron	torquay-united	Torquay United	D
19791	pearce-krystian	5	Pearce, Krystian	torquay-united	Torquay United	D
19792	mansell-lee	7	Mansell, Lee	torquay-united	Torquay United	M
19793	harding-ben	8	Harding, Ben	torquay-united	Torquay United	M
19794	bodin-billy	10	Bodin, Billy	torquay-united	Torquay United	M
19795	cameron-courtney	11	Cameron, Courtney	torquay-united	Torquay United	M
19796	ball-callum	16	Ball, Callum	torquay-united	Torquay United	F
19797	benyon-elliot	26	Benyon, Elliot	torquay-united	Torquay United	F
19798	thompson-conor	33	Thompson, Conor	newport-county	Newport County	G
19799	cruise-tom	21	Cruise, Tom	torquay-united	Torquay United	D
19800	lathrope-damon	6	Lathrope, Damon	torquay-united	Torquay United	M
19801	thompson-niall	15	Thompson, Niall	torquay-united	Torquay United	M
19802	sullivan-daniel	31	Sullivan, Daniel	torquay-united	Torquay United	M
19803	hawley-karl	9	Hawley, Karl	torquay-united	Torquay United	F
19804	chapell-jordan	12	Chapell, Jordan	torquay-united	Torquay United	F
19805	sheringham-charlie	18	Sheringham, Charlie	afc-wimbledon	AFC Wimbledon	F
19806	hause-kortney	19	Hause, Kortney	wycombe-wanderers	Wycombe Wanderers	D
19807	smith-chris_2	4	Smith, Chris	york-city	York City	D
19808	clay-craig	8	Clay, Craig	york-city	York City	M
19809	chambers-ashley	10	Chambers, Ashley	dagenham-redbridge	Dagenham & Redbridge	M
19810	cresswell-richard	17	Cresswell, Richard	york-city	York City	F
19811	kettings-chris	1	Kettings, Chris	york-city	York City	G
19812	fyfield-jamal	16	Fyfield, Jamal	york-city	York City	D
19813	amankwaah-kevin	2	Amankwaah, Kevin	northampton-town	Northampton Town	D
19814	heath-matt	23	Heath, Matt	northampton-town	Northampton Town	D
19815	emerton-danny	19	Emerton, Danny	northampton-town	Northampton Town	M
19816	o-donovan-roy	10	O'Donovan, Roy	northampton-town	Northampton Town	F
19817	demontagnac-ishmel	7	Demontagnac, Ishmel	northampton-town	Northampton Town	M
19818	hooper-jj	16	Hooper, JJ	northampton-town	Northampton Town	F
19819	jones-billy_2	16	Jones, Billy	newport-county	Newport County	D
19820	boagey-zak	37	Boagey, Zak	hartlepool-united	Hartlepool United	M
19821	cowan-don	15	Cowan, Don	southend-united	Southend United 	F
19822	anderson-myles	27	Anderson, Myles	exeter-city	Exeter City	D
19823	yeoman-ashley	14	Yeoman, Ashley	torquay-united	Torquay United	F
19824	blyth-jacob	25	Blyth, Jacob	northampton-town	Northampton Town	F
19825	washington-conor	14	Washington, Conor	newport-county	Newport County	F
19826	sinnott-jordan	18	Sinnott, Jordan	bury	Bury	M
19828	harrison-ashley	21	Harrison, Ashley	portsmouth	Portsmouth	F
19829	smith-michael_4	9	Smith, Michael	afc-wimbledon	AFC Wimbledon	F
19830	weston-rhys	24	Weston, Rhys	afc-wimbledon	AFC Wimbledon	D
19831	morch-mac	13	Morch, Mac	burton-albion	Burton Albion	G
19832	kenneth-garry	5	Kenneth, Garry	bristol-rovers	Bristol Rovers	D
19833	mackenzie-kyrtis	30	Mackenzie, Kyrtis	torquay-united	Torquay United	D
19834	spencer-james	28	Spencer, James	scunthorpe-united	Scunthorpe United	F
19835	morch-mats	13	Morch, Mats	burton-albion	Burton Albion	G
19836	edjenguele-william	25	Edjenguele, William	bury	Bury	D
19837	dolan-matthew	4	Dolan, Matthew	hartlepool-united	Hartlepool United	M
19838	wilson-ben	30	Wilson, Ben	accrington-stanley	Accrington Stanley	G
19839	mahoney-connor	23	Mahoney, Connor	accrington-stanley	Accrington Stanley	M
19840	harriott-matty	26	Harriott, Matty	northampton-town	Northampton Town	M
19841	craig-nathan	20	Craig, Nathan	torquay-united	Torquay United	D
19842	fletcher-tommy	25	Fletcher, Tommy	wycombe-wanderers	Wycombe Wanderers	D
19843	reckford-jamie	28	Reckford, Jamie	plymouth-argyle	Plymouth Argyle	D
19844	byrne-cliff	26	Byrne, Cliff	scunthorpe-united	Scunthorpe United	D
19845	cooper-shaun	16	Cooper, Shaun	torquay-united	Torquay United	M
19846	wilson-james_2	26	Wilson, James	cheltenham-town	Cheltenham Town	D
19847	jalal-shwan	25	Jalal, Shwan	oxford-united	Oxford United	G
19848	bond-andrew	16	Bond, Andrew	bristol-rovers	Bristol Rovers	M
19849	lavercombe-dan	34	Lavercombe, Dan	torquay-united	Torquay United	G
19850	whitehouse-elliott	29	Whitehouse, Elliott	york-city	York City	M
19851	naylor-lee	27	Naylor, Lee	accrington-stanley	Accrington Stanley	D
19852	dicker-gary	38	Dicker, Gary	rochdale	Rochdale	M
19853	murtagh-kieran	8	Murtagh, Kieran	mansfield-town	Mansfield Town	M
19854	reid-paul	18	Reid, Paul	northampton-town	Northampton Town	D
19855	caton-james	28	Caton, James	accrington-stanley	Accrington Stanley	M
19856	dallas-stuart	29	Dallas, Stuart	northampton-town	Northampton Town	M
19857	navas-marcos	22	Navas, Marcos	bury	Bury	M
19858	porter-chris_2	24	Porter, Chris	chesterfield	Chesterfield	F
19859	mahon-gavin	15	Mahon, Gavin	portsmouth	Portsmouth	M
19860	o-connor-anthony	29	O'Connor, Anthony	torquay-united	Torquay United	D
19861	kiernan-robert	15	Kiernan, Robert	southend-united	Southend United 	D
19862	poku-godfrey	25	Poku, Godfrey	mansfield-town	Mansfield Town	F
19863	goddard-jordan	23	Goddard, Jordan	bristol-rovers	Bristol Rovers	M
19864	poke-michael	1	Poke, Michael	torquay-united	Torquay United	G
19865	mccourt-jak	17	McCourt, Jak	torquay-united	Torquay United	M
19866	hutchings-jake	32	Hutchings, Jake	torquay-united	Torquay United	F
19867	packwood-will	22	Packwood, Will	bristol-rovers	Bristol Rovers	D
19868	henshall-alex	16	Henshall, Alex	bristol-rovers	Bristol Rovers	M
19869	blake-jack	26	Blake, Jack	mansfield-town	Mansfield Town	M
19870	mozika-damien	36	Mozika, Damien	torquay-united	Torquay United	M
19871	mccallum-paul	19	McCallum, Paul	torquay-united	Torquay United	F
19872	pilkington-george	27	Pilkington, George	mansfield-town	Mansfield Town	D
19873	ferdinand-kane	32	Ferdinand, Kane	northampton-town	Northampton Town	M
19874	noble-lazarus-reuben	27	Noble-Lazarus, Reuben	scunthorpe-united	Scunthorpe United	F
19875	barker-george	24	Barker, George	newport-county	Newport County	F
19876	tyson-nathan	34	Tyson, Nathan	fleetwood-town	Fleetwood Town	F
19877	lavery-caolan	13	Lavery, Caolan	plymouth-argyle	Plymouth Argyle	F
19878	mcleod-izale	39	McLeod, Izale	northampton-town	Northampton Town	F
19879	stockley-jayden	19	Stockley, Jayden	torquay-united	Torquay United	F
19880	goldson-connor	15	Goldson, Connor	cheltenham-town	Cheltenham Town	D
19881	ajala-toby	26	Ajala, Toby	cheltenham-town	Cheltenham Town	M
19882	mccarey-aaron	32	McCarey, Aaron	york-city	York City	G
19883	eve-dale	40	Eve, Dale	fleetwood-town	Fleetwood Town	G
19884	boyce-andrew	25	Boyce, Andrew	scunthorpe-united	Scunthorpe United	D
19885	chaney-sam	22	Chaney, Sam	torquay-united	Torquay United	D
19886	veseli-frederic	29	Veseli, Frederic	bury	Bury	D
19887	german-antonio	25	German, Antonio	northampton-town	Northampton Town	F
19888	labadie-joss	18	Labadie, Joss	torquay-united	Torquay United	M
19889	goodwin-shamir	17	Goodwin, Shamir	torquay-united	Torquay United	F
19890	fogdon-wesley	19	Fogdon, Wesley	portsmouth	Portsmouth	M
19891	williams-luke	18	Williams, Luke	hartlepool-united	Hartlepool United	M
19892	akpro-jean-louis-akpa	17	Akpro, Jean-Louis	bury	Bury	F
19893	o-brien-aiden	25	O'Brien, Aiden	torquay-united	Torquay United	F
19894	wilkinson-conor	27	Wilkinson, Conor	torquay-united	Torquay United	F
19895	carroll-jake	24	Carroll, Jake	bury	Bury	D
19896	diagouraga-toumani	29	Diagouraga, Toumani	portsmouth	Portsmouth	M
19897	stevens-danny	23	Stevens, Danny	torquay-united	Torquay United	M
19898	mccabe-rhys	33	McCabe, Rhys	portsmouth	Portsmouth	M
19899	rose-danny_2	20	Rose, Danny	bury	Bury	F
19900	loza-jamar_2	9	Loza, Jamar	southend-united	Southend United 	F
19901	bennett-mason	30	Bennett, Mason	chesterfield	Chesterfield	F
19902	cargill-baily	30	Cargill, Baily	torquay-united	Torquay United	D
19905	angol-lee	24	Angol, Lee	wycombe-wanderers	Wycombe Wanderers	M
19919	hurst-james	33	Hurst, James	northampton-town	Northampton Town	D
